model_version,f1_samples,f1_macro,f1_micro,f1_weighted,precision_samples,precision_macro,recall_samples,recall_macro,accuracy,hamming_loss,jaccard_samples,jaccard_macro,threshold
multi-source-v1,0.7204123382678166,0.787422664112439,0.7840841018199,0.7873131561464958,0.6724079293627568,0.690867758660772,0.867743042882219,0.9221814418365599,0.09957054238905678,0.27136419065797146,0.6062182789198854,0.6528529855003792,0.28947368264198303
