run,f1_samples,f1_macro,f1_micro,f1_weighted,precision_samples,recall_samples,accuracy,hamming_loss,threshold
v0.0.1-dev,0.8067717787797801,0.844137212937559,0.8402019359918484,0.844417279535285,0.7805052063492063,0.8758929683649682,0.1184,0.18401066666666666,0.3842105269432068
earlystop-v1,0.7700273350988893,0.8212398729830563,0.8168540940610067,0.8214427850139938,0.7336590223110224,0.8656399613719614,0.10352,0.21749333333333334,0.28947368264198303
